hour,t(sec),"S1 (kVA)",Ang1,"S2 (kVA)",Ang2,"S3 (kVA)",Ang3
0, 98.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 99.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 100.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 101.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 102.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 103.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 104.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 105.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 106.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 107.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 108.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 109.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 110.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 111.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 112.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 113.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 114.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 115.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 116.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 117.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 118.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 119.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 120.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 121.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 122.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 123.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 124.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 125.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 126.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 127.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 128.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 129.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 130.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 131.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 132.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 133.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 134.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 135.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 136.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 137.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 138.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 139.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 140.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 141.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 142.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 143.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 144.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 145.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 146.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 147.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 148.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 149.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 150.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 151.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 152.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 153.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 154.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 155.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 156.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 157.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 158.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 159.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 160.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 161.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 162.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 163.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 164.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 165.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 166.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 167.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 168.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 169.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 170.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 171.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 172.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 173.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 174.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 175.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 176.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 177.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 178.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 179.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 180.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 181.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 182.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 183.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 184.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 185.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 186.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 187.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 188.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 189.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 190.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 191.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 192.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 193.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 194.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 195.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 196.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 197.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 198.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 199.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 200.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 201.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 202.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 203.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 204.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 205.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 206.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 207.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 208.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 209.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 210.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 211.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 212.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 213.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 214.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 215.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 216.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 217.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 218.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 219.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 220.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 221.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 222.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 223.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 224.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 225.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 226.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 227.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 228.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 229.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 230.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 231.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 232.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 233.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 234.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 235.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 236.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 237.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 238.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 239.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 240.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 241.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 242.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 243.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 244.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 245.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 246.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 247.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 248.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 249.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 250.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 251.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 252.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 253.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 254.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 255.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 256.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 257.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 258.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 259.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 260.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 261.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 262.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 263.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 264.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 265.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 266.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 267.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 268.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 269.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 270.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 271.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 272.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 273.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 274.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 275.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 276.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 277.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 278.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 279.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 280.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 281.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 282.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 283.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 284.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 285.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 286.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 287.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 288.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 289.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 290.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 291.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 292.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 293.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 294.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 295.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 296.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 297.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 298.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 299.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 300.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 301.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 302.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 303.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 304.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 305.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 306.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 307.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 308.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 309.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 310.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 311.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 312.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 313.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 314.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 315.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 316.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 317.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 318.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 319.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 320.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 321.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 322.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 323.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 324.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 325.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 326.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 327.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 328.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 329.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 330.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 331.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 332.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 333.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 334.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 335.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 336.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 337.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 338.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 339.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 340.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 341.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 342.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 343.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 344.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 345.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 346.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
0, 347.00000, 48.5015, -134.116, 32.9171, -144.407, 111.982, -154.889
